baseline,path,category,bytes,mechanical_check,manual_review,risk_pattern_hits,boundary
"2f6e7ab716477dd9983f6599dc2d414c32770010","project-manager/SKILL.md","documentation","24159","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/CHECKLIST_WINDOWS.md","documentation","22540","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/COMPREHENSIVE_AUDIT_2026-09-22.md","documentation","26623","UTF-8 text/relative-link candidate scan; not semantic certification","partial independent review (not line-by-line)","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/FULL_AUDIT_FOLLOWUP_2026-09-18.md","documentation","21816","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/FULL_REVIEW_INDEX.md","documentation","60568","UTF-8 text/relative-link candidate scan; not semantic certification","partial independent review (not line-by-line)","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/INDEPENDENT_AUDIT_2026-09-20.md","documentation","60242","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/OPTIMIZATION_REPORT_2026-09-18.md","documentation","16395","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/README.md","documentation","4107","UTF-8 text/relative-link candidate scan; not semantic certification","partial independent review (not line-by-line)","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/SEMANTIC_REVIEW_2026-09-16.md","documentation","63654","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/UPSTREAM_ADOPTION_MAP_2026-09-15.md","documentation","25901","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/archive/01a08d85-web-agent-audit.md","archive-reference","11084","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/archive/ARENA_PROBE_INTEGRATION_2026-09-15.md","archive-reference","8706","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/archive/AUDIT_2026-09-13.md","archive-reference","35408","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/archive/AUDIT_CROSSCHECK_2026-09-11.md","archive-reference","31418","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/archive/AUDIT_ROUND3_2026-09-13.md","archive-reference","73665","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/archive/CURRENT_AUDIT_2026-09-15.md","archive-reference","28877","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/archive/DOC_QUALITY_2026-09-12.md","archive-reference","5891","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/archive/PROMPT_SHUNCODE.md","archive-reference","9361","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/archive/README.md","archive-reference","3436","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/archive/REFERENCE_ARENA_AGENT_2026-09-15.md","archive-reference","21103","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/archive/REPORT.md","archive-reference","7621","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/archive/REPORT_FULLAUDIT_2026-09-08.md","archive-reference","4747","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/archive/REPORT_SHUNCODE_S1.md","archive-reference","9245","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/archive/REPORT_SHUNCODE_S2.md","archive-reference","2767","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/archive/REPORT_SHUNCODE_S3.md","archive-reference","4391","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/archive/REPORT_SHUNCODE_S4.md","archive-reference","5858","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/archive/REPORT_v2.md","archive-reference","6112","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/archive/REPORT_v3.md","archive-reference","6800","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/archive/REPORT_v4.md","archive-reference","6450","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/archive/REPORT_v5.md","archive-reference","4953","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/archive/REPORT_v6.md","archive-reference","11534","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/archive/SEMANTIC_BATCHES_01_15_2026-09-16.md","archive-reference","25901","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/archive/shuncode-bridge-source.zip","archive-reference","201993","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/archive/web_agent提示词-修正版-纯净.txt","archive-reference","2870","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/evidence/F54-settings-390.png","binary-asset","79688","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/evidence/F54-workbench-1440.png","binary-asset","108420","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/evidence/F54-workbench-390.png","binary-asset","55169","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/evidence/F55-docs-desktop.png","binary-asset","207197","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/evidence/F55-docs-mobile.png","binary-asset","68987","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/evidence/F55-workbench-chat-mobile.png","binary-asset","34390","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/evidence/F61-file-coverage.csv","evidence","153230","metadata-only","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/evidence/R4-handoff-ci-2026-09-21.json","source-config","7429","JSON parse passed; not schema certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/shuncode-ui/01-welcome-dark.jpg","binary-asset","270604","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/shuncode-ui/02-settings-overview-dark.jpg","binary-asset","390562","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/shuncode-ui/03-bridge-stopped-dark.jpg","binary-asset","400937","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/shuncode-ui/04-bridge-running-dark.jpg","binary-asset","448527","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/shuncode-ui/05-bridge-waiting-arena-tab.jpg","binary-asset","442651","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/shuncode-ui/06-bridge-sidebar-mcp-session.jpg","binary-asset","401597","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/shuncode-ui/07-api-provider-dark.jpg","binary-asset","480533","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/shuncode-ui/08-dual-browser-agent-menu.jpg","binary-asset","561997","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/shuncode-ui/09-multimodel-light.jpg","binary-asset","564537","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/shuncode-ui/10-multimodel-light-zoom.jpg","binary-asset","499683","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/shuncode-ui/11-merge-model-picker.jpg","binary-asset","709738","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/shuncode-ui/12-shuncode-model-search.jpg","binary-asset","520556","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/shuncode-ui/13-shuncode-switch-thinking.jpg","binary-asset","862528","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/shuncode-ui/14-branch-badge-4of4.jpg","binary-asset","501110","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/shuncode-ui/15-merge-summarize-button.jpg","binary-asset","512887","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/shuncode-ui/16-mcp-session-light.png","binary-asset","19056","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/shuncode-ui/17-multimodel-settings-dark.jpg","binary-asset","525685","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/shuncode-ui/18-failed-toolcards-red.jpg","binary-asset","584717","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/shuncode-ui/19-install-exe-versions.jpg","binary-asset","599761","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/shuncode-ui/20-install-license.jpg","binary-asset","667778","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/shuncode-ui/21-install-destdir.jpg","binary-asset","544735","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/shuncode-ui/22-install-startmenu.jpg","binary-asset","525595","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/shuncode-ui/23-install-additional-tasks.jpg","binary-asset","566788","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/shuncode-ui/24-install-ready.jpg","binary-asset","582395","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/shuncode-ui/25-install-finished-launch.jpg","binary-asset","467232","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/shuncode-ui/README.md","documentation","5562","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","review/step5-tests.txt","restricted-evidence","9604","metadata-only","not independently semantically reviewed","0","Previous explicit scope boundary retained; no body review/execution"
"2f6e7ab716477dd9983f6599dc2d414c32770010","run-admin.cmd","source-config","352","text risk scan only; no platform compilation","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","run-admin.sh","source-config","306","bash -n passed; not executed","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","run-tests.cmd","source-config","1215","text risk scan only; no platform compilation","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","run-webagent-appwindow.cmd","source-config","350","text risk scan only; no platform compilation","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","run-webagent-vscode.cmd","source-config","353","text risk scan only; no platform compilation","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","run-webagent-vscode.sh","source-config","879","bash -n passed; not executed","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","run-webagent.cmd","source-config","354","text risk scan only; no platform compilation","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","run-webagent.sh","source-config","1239","bash -n passed; not executed","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/README.md","documentation","1926","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/admin-host/README.md","documentation","2662","UTF-8 text/relative-link candidate scan; not semantic certification","partial independent review (not line-by-line)","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/admin-host/app.js","source-config","10178","Acorn syntax passed; not semantic certification","partial independent review (not line-by-line)","2",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/admin-host/index.js","source-config","868","Acorn syntax passed; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/admin-host/统计服务详解.md","documentation","6173","UTF-8 text/relative-link candidate scan; not semantic certification","partial independent review (not line-by-line)","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/README.md","documentation","2617","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/package-lock.json","dependency-lock","34694","JSON parse passed; not schema certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/package.json","source-config","553","JSON parse passed; not schema certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/scripts/README.md","documentation","1630","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/scripts/run-tests.js","source-config","6754","Acorn syntax passed; not semantic certification","partial independent review (not line-by-line)","2",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/scripts/tunnel-cleanup.js","source-config","2238","Acorn syntax passed; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/scripts/tunnel-residue.js","source-config","522","Acorn syntax passed; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/scripts/运行器详解.md","documentation","9268","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/README.md","documentation","3778","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/agent/Chat调度详解.md","documentation","12291","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/agent/README.md","documentation","6584","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/agent/computerUse.js","source-config","4431","Acorn syntax passed; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/agent/openai.js","source-config","12914","Acorn syntax passed; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/agent/providers.js","source-config","7830","Acorn syntax passed; not semantic certification","not independently semantically reviewed","1",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/agent/runChat.js","source-config","21024","Acorn syntax passed; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/agent/toolLabel.js","source-config","1519","Acorn syntax passed; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/agent/模型调用详解.md","documentation","14527","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/api/README.md","documentation","10899","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/api/routes.js","source-config","48656","Acorn syntax passed; not semantic certification","partial independent review (not line-by-line)","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/api/路由逐项详解.md","documentation","30695","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/auth/GitHub身份详解.md","documentation","5142","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/auth/README.md","documentation","2081","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/auth/github.js","source-config","6849","Acorn syntax passed; not semantic certification","partial independent review (not line-by-line)","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/config.js","source-config","1762","Acorn syntax passed; not semantic certification","partial independent review (not line-by-line)","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/extensionVersion.js","source-config","321","Acorn syntax passed; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/index.js","source-config","6497","Acorn syntax passed; not semantic certification","partial independent review (not line-by-line)","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/mcp/OAuth授权详解.md","documentation","14870","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/mcp/README.md","documentation","11685","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/mcp/budget.js","source-config","2478","Acorn syntax passed; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/mcp/clients.js","source-config","7297","Acorn syntax passed; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/mcp/errors.js","source-config","2053","Acorn syntax passed; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/mcp/externalClient.js","source-config","12899","Acorn syntax passed; not semantic certification","not independently semantically reviewed","1",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/mcp/instructions.js","source-config","7719","Acorn syntax passed; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/mcp/oauth.js","source-config","20071","Acorn syntax passed; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/mcp/publicHttps.js","source-config","3948","Acorn syntax passed; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/mcp/requestLifecycle.js","source-config","2233","Acorn syntax passed; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/mcp/resources.js","source-config","7040","Acorn syntax passed; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/mcp/server.js","source-config","23316","Acorn syntax passed; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/mcp/session.js","source-config","6792","Acorn syntax passed; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/mcp/stdioBridge.cs","source-config","3390","text risk scan only; no platform compilation","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/mcp/stdioBridge.ps1","source-config","1136","text risk scan only; no platform compilation","partial independent review (not line-by-line)","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/mcp/stdioLaunch.js","source-config","6673","Acorn syntax passed; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/mcp/stdioSupervisor.js","source-config","916","Acorn syntax passed; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/mcp/stdioTransport.js","source-config","8216","Acorn syntax passed; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/mcp/会话与结果详解.md","documentation","9786","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/mcp/公网出站详解.md","documentation","6616","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/mcp/请求分发详解.md","documentation","19566","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/mcp/资源与客户端详解.md","documentation","7772","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/models/README.md","documentation","6022","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/models/customizations.js","source-config","7296","Acorn syntax passed; not semantic certification","not independently semantically reviewed","1",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/models/memory.js","source-config","5406","Acorn syntax passed; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/models/modelSettings.js","source-config","8724","Acorn syntax passed; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/models/profile.js","source-config","7175","Acorn syntax passed; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/models/store.js","source-config","8981","Acorn syntax passed; not semantic certification","not independently semantically reviewed","5",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/models/画像与记忆详解.md","documentation","14186","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/models/配置存储详解.md","documentation","10764","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/tools/Plan状态详解.md","documentation","5118","UTF-8 text/relative-link candidate scan; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/tools/README.md","documentation","11132","UTF-8 text/relative-link candidate scan; not semantic certification","partial independent review (not line-by-line)","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/tools/board.js","source-config","8351","Acorn syntax passed; not semantic certification","not independently semantically reviewed","1",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/tools/commandJob.cs","source-config","2834","text risk scan only; no platform compilation","partial independent review (not line-by-line)","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/tools/consensusEngine.js","source-config","3628","Acorn syntax passed; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/tools/dangerous.js","source-config","1215","Acorn syntax passed; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/tools/executor.js","source-config","15349","Acorn syntax passed; not semantic certification","not independently semantically reviewed","6",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/tools/fileOps.js","source-config","16443","Acorn syntax passed; not semantic certification","partial independent review (not line-by-line)","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/tools/findFiles.js","source-config","2082","Acorn syntax passed; not semantic certification","not independently semantically reviewed","0",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/tools/gitOps.js","source-config","4848","Acorn syntax passed; not semantic certification","partial independent review (not line-by-line)","3",""
"2f6e7ab716477dd9983f6599dc2d414c32770010","webagent-core/agent-host/src/tools/index.js","source-config","26682","Acorn syntax passed; not semantic certification","not independently semantically reviewed","0",""
