baseline,path,category,bytes,mechanical_check,manual_review,evidence_or_boundary
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/shots/soda_play2.jpg,binary-asset,37994,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/shots/soda_search.jpg,binary-asset,40125,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/shots/stump2.jpg,binary-asset,33970,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/shots/stump2.png,binary-asset,367893,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/shots/stumps_mark.png,binary-asset,308335,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/shots/t1.png,binary-asset,18727,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/shots/t2.png,binary-asset,18785,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/shots/t3.png,binary-asset,21951,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/shots/t4.png,binary-asset,22015,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/shots/t5-marked.png,binary-asset,25523,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/shots/t5.png,binary-asset,23667,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/shots/t6.png,binary-asset,24753,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/shots/test_glove.jpg,binary-asset,28246,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/shots/yarn2.jpg,binary-asset,34322,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/shots/yarn2.png,binary-asset,375824,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/shots/yarn3.jpg,binary-asset,33634,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/shots/yarn3.png,binary-asset,373991,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/shots/yarn_clear.jpg,binary-asset,34070,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/shots/yarn_clear.png,binary-asset,377132,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/shots/yarn_pair2.jpg,binary-asset,34301,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/shots/yarn_pair2.png,binary-asset,376369,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/shots/yarnclear.jpg,binary-asset,28017,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/shots/yarnclear_mark.png,binary-asset,323104,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/win/README.md,documentation,2549,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/win/act-bg.ps1,source-config,862,text/risk sweep only; no dedicated parser,not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/win/act.ps1,source-config,992,text/risk sweep only; no dedicated parser,partial,window disambiguation
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/win/capture.cs,source-config,2460,text/risk sweep only; no dedicated parser,not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/win/info.ps1,source-config,1199,text/risk sweep only; no dedicated parser,not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/win/input.cs,source-config,1664,text/risk sweep only; no dedicated parser,not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/win/input2.cs,source-config,2515,text/risk sweep only; no dedicated parser,not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/win/keys.cs,source-config,3968,text/risk sweep only; no dedicated parser,not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/win/mark.cs,source-config,3630,text/risk sweep only; no dedicated parser,not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/win/mark.ps1,source-config,1212,text/risk sweep only; no dedicated parser,not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/win/ocr.ps1,source-config,2055,text/risk sweep only; no dedicated parser,not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/win/snap.ps1,source-config,1622,text/risk sweep only; no dedicated parser,not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/win/type.ps1,source-config,3174,text/risk sweep only; no dedicated parser,partial,clipboard/submit versus accepted
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/win/截图标记与OCR详解.md,documentation,6947,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,computer-use/win/鼠标键盘与剪贴板详解.md,documentation,7216,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs-site/README.md,documentation,6927,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs-site/anchors.js,source-config,1325,JS AST parsed,not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs-site/app.js,source-config,18967,JS AST parsed,not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs-site/build.js,source-config,14872,JS AST parsed,not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs-site/check-docs.js,source-config,9279,JS AST parsed,not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs-site/content.js,generated-copy,4325114,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs-site/documentation-manifest.json,generated-copy,1374498,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs-site/documentation.config.json,source-config,15184,JSON parsed,not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs-site/index.html,source-config,621,text/risk sweep only; no dedicated parser,not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs-site/serve.cmd,source-config,191,text/risk sweep only; no dedicated parser,not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs-site/serve.js,source-config,2419,JS AST parsed,partial,source serving boundary
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs-site/source-index.md,generated-copy,728374,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs-site/styles.css,source-config,10753,text/risk sweep only; no dedicated parser,not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs-site/样式规则详解.md,documentation,5531,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs-site/浏览与服务详解.md,documentation,8773,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs-site/清单与构建详解.md,documentation,11711,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs/README.md,documentation,2445,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs/development/README.md,documentation,649,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs/development/代码复盘指南.md,documentation,24039,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs/development/借鉴优化说明（新手版）.md,documentation,6630,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs/development/平台启动与CI详解.md,documentation,11565,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs/development/总览.md,documentation,12769,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs/development/技术实现.md,documentation,12676,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs/development/架构导读.md,documentation,16259,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs/development/测试说明.md,documentation,7297,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs/development/组件说明.md,documentation,13272,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs/guides/Bridge任务栏说明.md,documentation,3299,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs/guides/Bridge权限与工作模式.md,documentation,6078,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs/guides/Bridge统计与刷新排查.md,documentation,4903,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs/guides/Conda环境说明.md,documentation,19784,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs/guides/README.md,documentation,936,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs/guides/Windows新手逐步验收.md,documentation,36429,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs/guides/内置探索Agent使用指南.md,documentation,6299,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs/guides/技能使用指南.md,documentation,15929,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs/guides/网页ChatPlus使用指南.md,documentation,2305,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs/guides/网页DeepSeek使用指南.md,documentation,1701,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs/guides/网页VSCode使用指南.md,documentation,10078,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,docs/guides/隧道使用指南.md,documentation,10981,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,examples/calculator/.webagent/customizations.json,source-config,683,JSON parsed,not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,examples/calculator/.webagent/instructions.md,documentation,116,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,examples/calculator/README.md,documentation,5217,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,examples/calculator/package.json,source-config,218,JSON parsed,partial,example test entry
63cbbdc7eba23a3bab715810e57294f74a390ee5,examples/calculator/src/calculator.js,source-config,451,JS AST parsed,partial,optional example behavior
63cbbdc7eba23a3bab715810e57294f74a390ee5,examples/calculator/tests/calculator.test.js,source-config,1372,JS AST parsed,not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,install-vscode-extension.cmd,source-config,367,text/risk sweep only; no dedicated parser,not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,installer/README.md,documentation,6108,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,installer/appWindow.js,source-config,14703,JS AST parsed,not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,installer/build-installer.cmd,source-config,802,text/risk sweep only; no dedicated parser,not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,installer/launch.js,source-config,7007,JS AST parsed,not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,installer/package.js,source-config,6751,JS AST parsed,not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,installer/preparation.js,source-config,2679,JS AST parsed,partial,F60 prior-delivery review
63cbbdc7eba23a3bab715810e57294f74a390ee5,installer/tunnel-recovery.ps1,source-config,2252,text/risk sweep only; no dedicated parser,partial,local TTY/retained mutex
63cbbdc7eba23a3bab715810e57294f74a390ee5,installer/webagent.iss,source-config,9329,text/risk sweep only; no dedicated parser,partial,install/tasks/whitelist entry; partial
63cbbdc7eba23a3bab715810e57294f74a390ee5,installer/函数详解.md,documentation,25104,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,installer/安装声明详解.md,documentation,5887,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,manager/CONTEXT.md,documentation,8405,local Markdown link scan (not semantics),partial,current plan/boundaries
63cbbdc7eba23a3bab715810e57294f74a390ee5,manager/SKILL.md,documentation,24159,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,manager/agents.md,documentation,3355,local Markdown link scan (not semantics),partial,per-round review and pause scope
63cbbdc7eba23a3bab715810e57294f74a390ee5,manager/docs/documentation.md,documentation,7385,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,manager/docs/experience.md,documentation,12560,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,manager/stages/audit-2026-09-11.md,documentation,2175,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,manager/stages/context-history-through-0.4.md,documentation,11230,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,manager/stages/documentation-2026-09-12.md,documentation,11116,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,manager/stages/probe-dual-integration-2026-09-15.md,paused,2424,not-run,paused,user reconfirmed full pause; metadata only
63cbbdc7eba23a3bab715810e57294f74a390ee5,manager/stages/s1-handoff.md,documentation,1784,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,manager/stages/s10-upstream-adoption.md,documentation,210987,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,manager/stages/s2-shell.md,documentation,2092,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,manager/stages/s3-bridge-image.md,documentation,2340,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,manager/stages/s4-terminal.md,documentation,8263,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,manager/stages/s5-experience-parity.md,documentation,2242,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,manager/stages/s6-multi-agent-board.md,documentation,3989,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,manager/stages/s7-platform-reliability.md,documentation,1970,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,manager/stages/s8-probe-integration.md,paused,7566,not-run,paused,user reconfirmed full pause; metadata only
63cbbdc7eba23a3bab715810e57294f74a390ee5,manager/stages/s9-workspace-entry.md,documentation,2160,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,multi-agent-board/SKILL.md,documentation,2684,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,package.json,source-config,440,JSON parsed,partial,root entry scripts
63cbbdc7eba23a3bab715810e57294f74a390ee5,project-manager/SKILL.md,documentation,24159,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/CHECKLIST_WINDOWS.md,documentation,22540,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/FULL_AUDIT_FOLLOWUP_2026-09-18.md,documentation,21816,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/FULL_REVIEW_INDEX.md,documentation,60601,local Markdown link scan (not semantics),partial,D1 coverage count/current pointer
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/INDEPENDENT_AUDIT_2026-09-20.md,documentation,60242,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/OPTIMIZATION_REPORT_2026-09-18.md,documentation,16395,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/README.md,documentation,3525,local Markdown link scan (not semantics),partial,D1
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/SEMANTIC_REVIEW_2026-09-16.md,documentation,62982,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/UPSTREAM_ADOPTION_MAP_2026-09-15.md,documentation,25901,local Markdown link scan (not semantics),not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/archive/01a08d85-web-agent-audit.md,archive-reference,11084,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/archive/ARENA_PROBE_INTEGRATION_2026-09-15.md,archive-reference,8706,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/archive/AUDIT_2026-09-13.md,archive-reference,35408,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/archive/AUDIT_CROSSCHECK_2026-09-11.md,archive-reference,31418,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/archive/AUDIT_ROUND3_2026-09-13.md,archive-reference,73665,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/archive/CURRENT_AUDIT_2026-09-15.md,archive-reference,28877,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/archive/DOC_QUALITY_2026-09-12.md,archive-reference,5891,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/archive/PROMPT_SHUNCODE.md,archive-reference,9361,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/archive/README.md,archive-reference,3436,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/archive/REFERENCE_ARENA_AGENT_2026-09-15.md,archive-reference,21103,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/archive/REPORT.md,archive-reference,7621,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/archive/REPORT_FULLAUDIT_2026-09-08.md,archive-reference,4747,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/archive/REPORT_SHUNCODE_S1.md,archive-reference,9245,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/archive/REPORT_SHUNCODE_S2.md,archive-reference,2767,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/archive/REPORT_SHUNCODE_S3.md,archive-reference,4391,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/archive/REPORT_SHUNCODE_S4.md,archive-reference,5858,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/archive/REPORT_v2.md,archive-reference,6112,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/archive/REPORT_v3.md,archive-reference,6800,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/archive/REPORT_v4.md,archive-reference,6450,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/archive/REPORT_v5.md,archive-reference,4953,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/archive/REPORT_v6.md,archive-reference,11534,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/archive/SEMANTIC_BATCHES_01_15_2026-09-16.md,archive-reference,25901,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/archive/shuncode-bridge-source.zip,archive-reference,201993,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/archive/web_agent提示词-修正版-纯净.txt,archive-reference,2870,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/evidence/F54-settings-390.png,binary-asset,79688,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/evidence/F54-workbench-1440.png,binary-asset,108420,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/evidence/F54-workbench-390.png,binary-asset,55169,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/evidence/F55-docs-desktop.png,binary-asset,207197,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/evidence/F55-docs-mobile.png,binary-asset,68987,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/evidence/F55-workbench-chat-mobile.png,binary-asset,34390,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/evidence/R4-handoff-ci-2026-09-21.json,source-config,7429,JSON parsed,not-line-by-line-reviewed,
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/shuncode-ui/01-welcome-dark.jpg,binary-asset,270604,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/shuncode-ui/02-settings-overview-dark.jpg,binary-asset,390562,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/shuncode-ui/03-bridge-stopped-dark.jpg,binary-asset,400937,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/shuncode-ui/04-bridge-running-dark.jpg,binary-asset,448527,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/shuncode-ui/05-bridge-waiting-arena-tab.jpg,binary-asset,442651,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/shuncode-ui/06-bridge-sidebar-mcp-session.jpg,binary-asset,401597,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/shuncode-ui/07-api-provider-dark.jpg,binary-asset,480533,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/shuncode-ui/08-dual-browser-agent-menu.jpg,binary-asset,561997,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/shuncode-ui/09-multimodel-light.jpg,binary-asset,564537,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/shuncode-ui/10-multimodel-light-zoom.jpg,binary-asset,499683,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/shuncode-ui/11-merge-model-picker.jpg,binary-asset,709738,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
63cbbdc7eba23a3bab715810e57294f74a390ee5,review/shuncode-ui/12-shuncode-model-search.jpg,binary-asset,520556,not-run,not-line-by-line-reviewed,metadata/provenance only; generated docs separately checked by existing suite
